Name,Location,Description,record,expression,labels,alert,enabled,severity,for,actions,resolveConfiguration,annotations,translation
NodeRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,instance:node_network_receive_drop_excluding_lo:rate5m,"sum without (device) (  rate(node_network_receive_drop_total{job=""node"", device!=""lo""}[5m]))",,,,,,,,,"""The average rate of packets dropped while receiving network traffic, excluding the loopback interface, over a 5-minute period, summed across all devices on each node."""
NodeRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,instance:node_network_transmit_drop_excluding_lo:rate5m,"sum without (device) (  rate(node_network_transmit_drop_total{job=""node"", device!=""lo""}[5m]))",,,,,,,,,"""The average rate of packets dropped while transmitting data from all network devices (excluding the loopback interface) across all nodes over a 5-minute period."""
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate,"sum by (cluster, namespace, pod, container) (  irate(container_cpu_usage_seconds_total{job=""cadvisor"", image!=""""}[5m])) * on (cluster, namespace, pod) group_left(node) topk by (cluster, namespace, pod) (  1, max by(cluster, namespace, pod, node) (kube_pod_info{node!=""""}))",,,,,,,,,"Show the top CPU usage for containers in each pod across all clusters and namespaces over the last 5 minutes, considering only pods with a non-empty image name and cadvisor job, and group the results by cluster, namespace, and pod, while also including the node information for each pod."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,node_namespace_pod_container:container_memory_working_set_bytes,"container_memory_working_set_bytes{job=""cadvisor"", image!=""""}* on (namespace, pod) group_left(node) topk by(namespace, pod) (1,  max by(namespace, pod, node) (kube_pod_info{node!=""""}))",,,,,,,,,"""Show the top container memory usage for each namespace and pod, considering only containers with a specified image, and return the maximum value for each combination of namespace, pod, and node, limited to the top result."""
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,node_namespace_pod_container:container_memory_rss,"container_memory_rss{job=""cadvisor"", image!=""""}* on (namespace, pod) group_left(node) topk by(namespace, pod) (1,  max by(namespace, pod, node) (kube_pod_info{node!=""""}))",,,,,,,,,"""Show the top container with the highest memory usage (RSS) for each pod in a namespace, considering only containers from pods running on nodes and excluding those without an image, limited to the top result per pod."""
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,node_namespace_pod_container:container_memory_cache,"container_memory_cache{job=""cadvisor"", image!=""""}* on (namespace, pod) group_left(node) topk by(namespace, pod) (1,  max by(namespace, pod, node) (kube_pod_info{node!=""""}))",,,,,,,,,"""Show the top container using the most memory cache for each namespace and pod, considering only containers with a non-empty image name, and filter the results to only include pods that are running on a node with available information."""
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,node_namespace_pod_container:container_memory_swap,"container_memory_swap{job=""cadvisor"", image!=""""}* on (namespace, pod) group_left(node) topk by(namespace, pod) (1,  max by(namespace, pod, node) (kube_pod_info{node!=""""}))",,,,,,,,,"""Show the top container using swap memory for each namespace and pod, considering only containers with a non-empty image name, and filter the results to only include pods that are running on a node with available information."""
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,cluster:namespace:pod_memory:active:kube_pod_container_resource_requests,"kube_pod_container_resource_requests{resource=""memory"",job=""kube-state-metrics""}  * on (namespace, pod, cluster)group_left() max by (namespace, pod, cluster) (  (kube_pod_status_phase{phase=~""Pending|Running""} == 1))",,,,,,,,,"Show the maximum memory requested by containers in pods that are either pending or running, grouped by namespace, pod, and cluster."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_memory:kube_pod_container_resource_requests:sum,"sum by (namespace, cluster) (    sum by (namespace, pod, cluster) (        max by (namespace, pod, container, cluster) (          kube_pod_container_resource_requests{resource=""memory"",job=""kube-state-metrics""}        ) * on(namespace, pod, cluster) group_left() max by (namespace, pod, cluster) (          kube_pod_status_phase{phase=~""Pending|Running""} == 1        )    ))",,,,,,,,,"Calculate the total requested memory for all containers in each namespace and cluster, but only consider containers that are part of pods which are either pending or running. The result is the sum of the maximum requested memory for each pod in each namespace and cluster."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,cluster:namespace:pod_cpu:active:kube_pod_container_resource_requests,"kube_pod_container_resource_requests{resource=""cpu"",job=""kube-state-metrics""}  * on (namespace, pod, cluster)group_left() max by (namespace, pod, cluster) (  (kube_pod_status_phase{phase=~""Pending|Running""} == 1))",,,,,,,,,"""Show the maximum CPU requests for running or pending pods in each namespace and cluster, based on the resource requests of their containers."""
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_cpu:kube_pod_container_resource_requests:sum,"sum by (namespace, cluster) (    sum by (namespace, pod, cluster) (        max by (namespace, pod, container, cluster) (          kube_pod_container_resource_requests{resource=""cpu"",job=""kube-state-metrics""}        ) * on(namespace, pod, cluster) group_left() max by (namespace, pod, cluster) (          kube_pod_status_phase{phase=~""Pending|Running""} == 1        )    ))",,,,,,,,,"Calculate the total requested CPU resources for all containers in each namespace and cluster, but only consider containers that are either pending or running. The result is the sum of the maximum requested CPU resources for each pod in each namespace and cluster."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,cluster:namespace:pod_memory:active:kube_pod_container_resource_limits,"kube_pod_container_resource_limits{resource=""memory"",job=""kube-state-metrics""}  * on (namespace, pod, cluster)group_left() max by (namespace, pod, cluster) (  (kube_pod_status_phase{phase=~""Pending|Running""} == 1))",,,,,,,,,"Show the maximum memory limits for containers in pods that are either pending or running, grouped by namespace, pod, and cluster."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_memory:kube_pod_container_resource_limits:sum,"sum by (namespace, cluster) (    sum by (namespace, pod, cluster) (        max by (namespace, pod, container, cluster) (          kube_pod_container_resource_limits{resource=""memory"",job=""kube-state-metrics""}        ) * on(namespace, pod, cluster) group_left() max by (namespace, pod, cluster) (          kube_pod_status_phase{phase=~""Pending|Running""} == 1        )    ))",,,,,,,,,"The total memory limits of all running or pending containers in each namespace across clusters, calculated by summing up the maximum memory limits of containers within each pod and then aggregating those values by namespace and cluster."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,cluster:namespace:pod_cpu:active:kube_pod_container_resource_limits,"kube_pod_container_resource_limits{resource=""cpu"",job=""kube-state-metrics""}  * on (namespace, pod, cluster)group_left() max by (namespace, pod, cluster) ( (kube_pod_status_phase{phase=~""Pending|Running""} == 1) )",,,,,,,,,"Show the maximum CPU limit for containers in pods that are either pending or running, grouped by namespace, pod, and cluster."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_cpu:kube_pod_container_resource_limits:sum,"sum by (namespace, cluster) (    sum by (namespace, pod, cluster) (        max by (namespace, pod, container, cluster) (          kube_pod_container_resource_limits{resource=""cpu"",job=""kube-state-metrics""}        ) * on(namespace, pod, cluster) group_left() max by (namespace, pod, cluster) (          kube_pod_status_phase{phase=~""Pending|Running""} == 1        )    ))",,,,,,,,,"This rule calculates the total CPU limits for all running or pending pods in each namespace across different clusters. It does this by first finding the maximum CPU limit for each container within a pod, then summing these limits for all containers in a pod, and finally summing these pod-level totals by namespace and cluster. The result is the total CPU limits for all running or pending pods in each namespace, aggregated by both namespace and cluster."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_workload_pod:kube_pod_owner:relabel,"max by (cluster, namespace, workload, pod) (  label_replace(    label_replace(      kube_pod_owner{job=""kube-state-metrics"", owner_kind=""ReplicaSet""},      ""replicaset"", ""$1"", ""owner_name"", ""(.*)""    ) * on(replicaset, namespace) group_left(owner_name) topk by(replicaset, namespace) (      1, max by (replicaset, namespace, owner_name) (        kube_replicaset_owner{job=""kube-state-metrics""}      )    ),    ""workload"", ""$1"", ""owner_name"", ""(.*)""  ))",{'workload_type': 'deployment'},,,,,,,,"This Prometheus rule calculates the maximum number of pods in a ReplicaSet for each workload in a namespace, across all clusters. It does this by:

- Finding the owner (ReplicaSet) of each pod
- Identifying the top ReplicaSet with the most pods in each namespace
- Then, finding the workload that owns these top ReplicaSets

In simpler terms, it's trying to identify which workloads have the most pods running in their ReplicaSets across different clusters and namespaces."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_workload_pod:kube_pod_owner:relabel,"max by (cluster, namespace, workload, pod) (  label_replace(    kube_pod_owner{job=""kube-state-metrics"", owner_kind=""DaemonSet""},    ""workload"", ""$1"", ""owner_name"", ""(.*)""  ))",{'workload_type': 'daemonset'},,,,,,,,"Get the maximum number of pods owned by a DaemonSet in each cluster, namespace, and workload, where the workload name is extracted from the DaemonSet's name."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_workload_pod:kube_pod_owner:relabel,"max by (cluster, namespace, workload, pod) (  label_replace(    kube_pod_owner{job=""kube-state-metrics"", owner_kind=""StatefulSet""},    ""workload"", ""$1"", ""owner_name"", ""(.*)""  ))",{'workload_type': 'statefulset'},,,,,,,,"Get the maximum number of pods in a StatefulSet, grouped by cluster, namespace, workload, and pod, where the workload name is extracted from the owner name of the StatefulSet."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,namespace_workload_pod:kube_pod_owner:relabel,"max by (cluster, namespace, workload, pod) (  label_replace(    kube_pod_owner{job=""kube-state-metrics"", owner_kind=""Job""},    ""workload"", ""$1"", ""owner_name"", ""(.*)""  ))",{'workload_type': 'job'},,,,,,,,"Get the maximum number of pods for each combination of cluster, namespace, workload, and pod, where the workload is determined by replacing the ""owner_name"" label with a new ""workload"" label in the kube_pod_owner metric, but only consider metrics from the ""kube-state-metrics"" job and where the owner kind is a Job."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,:node_memory_MemAvailable_bytes:sum,"sum(  node_memory_MemAvailable_bytes{job=""node""} or  (    node_memory_Buffers_bytes{job=""node""} +    node_memory_Cached_bytes{job=""node""} +    node_memory_MemFree_bytes{job=""node""} +    node_memory_Slab_bytes{job=""node""}  )) by (cluster)",,,,,,,,,"The total amount of available memory across all nodes in each cluster, calculated as either the directly reported available memory or the sum of buffers, cached, free, and slab memory."
KubernetesRecordingRulesRuleGroup-aks-sde-eastus-stage,eastus,,cluster:node_cpu:ratio_rate5m,"sum(rate(node_cpu_seconds_total{job=""node"",mode!=""idle"",mode!=""iowait"",mode!=""steal""}[5m])) by (cluster) /count(sum(node_cpu_seconds_total{job=""node""}) by (cluster, instance, cpu)) by (cluster)",,,,,,,,,"Calculate the average CPU usage ratio for each cluster over the last 5 minutes, excluding idle, iowait, and steal modes, by summing up the total CPU time used by all nodes in a cluster and dividing it by the total number of CPU cores available across all instances in that cluster."
